flight_date,departure_airport,departure_icao,departure_iata,departure_time,arrival_airport,arrival_icao,arrival_iata,airline_name,airline_icao,flight_number,flight_iata,flight_icao,lat1,long1,lat2,long2
01/01/2022,Love Field,KDAL,DAL,2022-01-01T16:20:00+00:00,Southwest Florida International,KRSW,RSW,Southwest Airlines,SWA,2595,WN2595,SWA2595,,,,
01/01/2022,Love Field,KDAL,DAL,,William P Hobby,KHOU,HOU,Southwest Airlines,SWA,632,WN632,SWA632,,,,
01/01/2022,Love Field,KDAL,DAL,2022-01-01T17:19:00+00:00,"Jacksonville,",KJAX,JAX,Southwest Airlines,SWA,2467,WN2467,SWA2467,,,,
01/01/2022,Love Field,KDAL,DAL,2022-01-01T16:27:00+00:00,General Mitchell International,KMKE,MKE,Southwest Airlines,SWA,3831,WN3831,SWA3831,,,,
01/01/2022,Love Field,KDAL,DAL,2022-01-01T16:38:00+00:00,Hartsfield-jackson Atlanta International,KATL,ATL,Air France,AFR,2331,AF2331,AFR2331,,,,
01/01/2022,Love Field,KDAL,DAL,2022-01-01T16:23:00+00:00,Austin-bergstrom International,KAUS,AUS,Southwest Airlines,SWA,3019,WN3019,SWA3019,,,,
01/01/2022,James Cox Dayton International,KDAY,DAY,2022-01-01T16:45:00+00:00,La Guardia,KLGA,LGA,JetBlue Airways,JBU,4641,B64641,JBU4641,,,,
01/01/2022,Robert Gray AAF,KGRK,GRK,2022-01-01T16:34:00+00:00,Dallas/Fort Worth International,KDFW,DFW,Qatar Airways,QTR,7588,QR7588,QTR7588,,,,
01/01/2022,Dallas/Fort Worth International,KDFW,DFW,2022-01-01T12:42:00+00:00,Robert Gray AAF,KGRK,GRK,Qatar Airways,QTR,2515,QR2515,QTR2515,,,,
01/01/2022,Dallas/Fort Worth International,KDFW,DFW,2022-01-01T15:04:00+00:00,Robert Gray AAF,KGRK,GRK,American Airlines,AAL,4132,AA4132,AAL4132,,,,
01/01/2022,Gerald R. Ford International,KGRR,GRR,2022-01-01T17:10:00+00:00,Minneapolis - St. Paul International,KMSP,MSP,Delta Air Lines,DAL,3845,DL3845,DAL3845,,,,
01/01/2022,Gerald R. Ford International,KGRR,GRR,2022-01-01T18:29:00+00:00,Ronald Reagan Washington National Airport,KDCA,DCA,American Airlines,AAL,5712,AA5712,AAL5712,,,,
01/01/2022,Gerald R. Ford International,KGRR,GRR,2022-01-01T19:43:00+00:00,Sky Harbor International,KPHX,PHX,Alaska Airlines,ASA,4187,AS4187,ASA4187,,,,
01/01/2022,Kahului,PHOG,OGG,2022-01-01T13:18:00+00:00,Portland International,KPDX,PDX,Hawaiian Airlines,HAL,40,HA40,HAL40,,,,
01/01/2022,Kahului,PHOG,OGG,2022-01-01T12:17:00+00:00,Honolulu International,PHNL,HNL,Jet Linx Aviation,JTL,6460,JL6460,JTL6460,,,,
01/01/2022,Kahului,PHOG,OGG,2022-01-01T12:08:00+00:00,Los Angeles International,KLAX,LAX,Southwest Airlines,SWA,1185,WN1185,SWA1185,,,,
01/01/2022,Wrangell SPB,PAWG,WRG,,Yakutat,PAYA,YAK,ACE Air Cargo,AER,41,KO41,AER41,,,,
01/01/2022,Boise Air Terminal/Gowen Field,KBOI,BOI,,Sweetwater County,KRKS,RKS,empty,,,,,,,,
01/01/2022,Will Rogers World Airport,KOKC,OKC,,Mid-Continent,KICT,ICT,EagleMed,EMD,1,,EMD1,,,,
01/01/2022,Lubbock Preston Smith International,KLBB,LBB,,Will Rogers World Airport,KOKC,OKC,EagleMed,EMD,1,,EMD1,,,,
01/01/2022,Westchester County Apt,KHPN,HPN,,Will Rogers World Airport,KOKC,OKC,empty,,,,,,,,
01/01/2022,Portland International,KPDX,PDX,2022-01-01T10:54:00+00:00,Seattle-Tacoma International,KSEA,SEA,Horizon Air,QXE,9371,QX9371,QXE9371,,,,
01/01/2022,Bellingham,KBLI,BLI,2022-01-01T13:32:00+00:00,Mc Carran International,KLAS,LAS,Southwest Airlines,SWA,586,WN586,SWA586,,,,
01/01/2022,Hartsfield-jackson Atlanta International,KATL,ATL,2022-01-01T19:30:00+00:00,Alexandria International,KAEX,AEX,Air France,AFR,2302,AF2302,AFR2302,,,,
01/01/2022,Westchester County Apt,KHPN,HPN,,Bradley International,KBDL,BDL,empty,,,,,,,,
01/01/2022,Dallas/Fort Worth International,KDFW,DFW,,Cincinnati/Northern Kentucky,KCVG,CVG,Omni Air International,OAE,8673,OY8673,OAE8673,,,,
01/01/2022,Syracuse Hancock International Airport,KSYR,SYR,2022-01-01T18:39:00+00:00,Philadelphia International,KPHL,PHL,Qatar Airways,QTR,9349,QR9349,QTR9349,,,,
01/01/2022,Syracuse Hancock International Airport,KSYR,SYR,2022-01-01T17:19:00+00:00,Baltimore/Washington International Thurgood Marshall,KBWI,BWI,Southwest Airlines,SWA,2497,WN2497,SWA2497,,,,
01/01/2022,Syracuse Hancock International Airport,KSYR,SYR,2022-01-01T17:24:00+00:00,Newark Liberty International,KEWR,EWR,Copa Airlines,CMP,1397,CM1397,CMP1397,,,,
01/01/2022,Myrtle Beach AFB,KMYR,MYR,2022-01-01T11:08:00+00:00,Shenandoah Valley,KSHD,SHD,empty,,,,,,,,
01/01/2022,Los Angeles International,KLAX,LAX,2022-01-01T13:47:00+00:00,Palm Springs Metropolitan Area,KPSP,PSP,empty,,,,,,,,
01/01/2022,Bangor International Airport,KBGR,BGR,2022-01-01T16:50:00+00:00,Philadelphia International,KPHL,PHL,Qatar Airways,QTR,2353,QR2353,QTR2353,,,,
01/01/2022,Metropolitan Oak International,KOAK,OAK,2022-01-01T11:18:00+00:00,Trenton Mercer Airport,KTTN,TTN,XOJET,XOJ,765,XOJ765,XOJ765,,,,
01/01/2022,Dothan Airport,KDHN,DHN,2022-01-01T10:41:00+00:00,NW Florida Beaches Int,KECP,ECP,empty,,,,,,,,
01/01/2022,Lambert-St. Louis International,KSTL,STL,2022-01-01T15:25:00+00:00,Chicago O'hare International,KORD,ORD,Alaska Airlines,ASA,6120,AS6120,ASA6120,,,,
01/01/2022,Lambert-St. Louis International,KSTL,STL,2022-01-01T15:26:00+00:00,Ronald Reagan Washington National Airport,KDCA,DCA,Southwest Airlines,SWA,2989,WN2989,SWA2989,,,,
01/01/2022,Lambert-St. Louis International,KSTL,STL,2022-01-01T16:07:00+00:00,Tampa International,KTPA,TPA,Spirit Airlines,NKS,1162,NK1162,NKS1162,,,,
01/01/2022,Lambert-St. Louis International,KSTL,STL,2022-01-01T16:22:00+00:00,Sky Harbor International,KPHX,PHX,Southwest Airlines,SWA,2807,WN2807,SWA2807,,,,
01/01/2022,Lambert-St. Louis International,KSTL,STL,2022-01-01T16:28:00+00:00,Mc Carran International,KLAS,LAS,Southwest Airlines,SWA,2871,WN2871,SWA2871,,,,
01/01/2022,Lambert-St. Louis International,KSTL,STL,2022-01-01T15:57:00+00:00,Minneapolis - St. Paul International,KMSP,MSP,Delta Air Lines,DAL,4064,DL4064,DAL4064,,,,
01/01/2022,Lambert-St. Louis International,KSTL,STL,2022-01-01T15:55:00+00:00,NW Florida Beaches Int,KECP,ECP,Southwest Airlines,SWA,3532,WN3532,SWA3532,,,,
01/01/2022,Lambert-St. Louis International,KSTL,STL,2022-01-01T16:11:00+00:00,Dallas/Fort Worth International,KDFW,DFW,Alaska Airlines,ASA,6193,AS6193,ASA6193,,,,
01/01/2022,Lambert-St. Louis International,KSTL,STL,2022-01-01T15:50:00+00:00,Philadelphia International,KPHL,PHL,Qatar Airways,QTR,9338,QR9338,QTR9338,,,,
01/01/2022,Lambert-St. Louis International,KSTL,STL,2022-01-01T16:14:00+00:00,Portland International,KPDX,PDX,Southwest Airlines,SWA,931,WN931,SWA931,,,,
01/01/2022,Lambert-St. Louis International,KSTL,STL,2022-01-01T17:32:00+00:00,Seattle-Tacoma International,KSEA,SEA,Southwest Airlines,SWA,16,WN16,SWA16,,,,
01/01/2022,Lambert-St. Louis International,KSTL,STL,2022-01-01T16:59:00+00:00,Louis Armstrong New Orléans International Airport,KMSY,MSY,Southwest Airlines,SWA,3078,WN3078,SWA3078,,,,
01/01/2022,Lambert-St. Louis International,KSTL,STL,2022-01-01T16:00:00+00:00,Hartsfield-jackson Atlanta International,KATL,ATL,Air France,AFR,2681,AF2681,AFR2681,,,,
01/01/2022,Lambert-St. Louis International,KSTL,STL,2022-01-01T16:21:00+00:00,George Bush Intercontinental,KIAH,IAH,Air New Zealand,ANZ,6911,NZ6911,ANZ6911,,,,
01/01/2022,Charlotte Douglas,KCLT,CLT,,Lambert-St. Louis International,KSTL,STL,American Airlines,AAL,831,AA831,AAL831,,,,
01/01/2022,Hanscom Field,KBED,BED,2022-01-01T13:32:00+00:00,Vero Beach Municipal,KVRB,VRB,NetJets Aviation,EJA,377,1I377,EJA377,,,,
01/01/2022,Yakima Air Terminal,KYKM,YKM,,Spokane International,KGEG,GEG,Empire Airlines,CFS,4703,EM4703,CFS4703,,,,
01/01/2022,Pullman-Moscow Regional Airport,KPUW,PUW,,Spokane International,KGEG,GEG,Ameriflight,AMF,1998,A81998,AMF1998,,,,
01/01/2022,Charlotte Douglas,KCLT,CLT,2022-01-01T15:25:00+00:00,Bishop International Airport,KFNT,FNT,American Airlines,AAL,5127,AA5127,AAL5127,,,,
01/01/2022,Austin-bergstrom International,KAUS,AUS,2022-01-01T15:25:00+00:00,Love Field,KDAL,DAL,Southwest Airlines,SWA,827,WN827,SWA827,,,,
01/01/2022,Austin-bergstrom International,KAUS,AUS,2022-01-01T15:39:00+00:00,Tampa International,KTPA,TPA,Southwest Airlines,SWA,2867,WN2867,SWA2867,,,,
01/01/2022,Austin-bergstrom International,KAUS,AUS,2022-01-01T15:28:00+00:00,San Francisco International,KSFO,SFO,Air Canada,ACA,4110,AC4110,ACA4110,,,,
01/01/2022,Austin-bergstrom International,KAUS,AUS,2022-01-01T15:30:00+00:00,Los Angeles International,KLAX,LAX,Spirit Airlines,NKS,599,NK599,NKS599,,,,
01/01/2022,Austin-bergstrom International,KAUS,AUS,2022-01-01T15:43:00+00:00,Seattle-Tacoma International,KSEA,SEA,American Airlines,AAL,7419,AA7419,AAL7419,,,,
01/01/2022,Austin-bergstrom International,KAUS,AUS,2022-01-01T16:12:00+00:00,Southwest Florida International,KRSW,RSW,American Airlines,AAL,3775,AA3775,AAL3775,,,,
01/01/2022,Austin-bergstrom International,KAUS,AUS,2022-01-01T16:33:00+00:00,Sky Harbor International,KPHX,PHX,Southwest Airlines,SWA,668,WN668,SWA668,,,,
01/01/2022,Lihue,PHLI,LIH,2022-01-01T12:27:00+00:00,Honolulu International,PHNL,HNL,JetBlue Airways,JBU,5852,B65852,JBU5852,,,,
01/01/2022,Kona International Airport,PHKO,KOA,2022-01-01T10:32:00+00:00,Mc Carran International,KLAS,LAS,empty,,,,,,,,
01/01/2022,Portland International,KPDX,PDX,2022-01-01T14:28:00+00:00,John F Kennedy International,KJFK,JFK,Qatar Airways,QTR,2183,QR2183,QTR2183,,,,
01/01/2022,Dallas/Fort Worth International,KDFW,DFW,2022-01-01T12:35:00+00:00,Fort Smith Regional Airport,KFSM,FSM,Qatar Airways,QTR,7589,QR7589,QTR7589,,,,
01/01/2022,Sheppard AFB,KSPS,SPS,2022-01-01T10:12:00+00:00,Gunnison,KGUC,GUC,empty,,,,,,,,
01/01/2022,Colorado Springs,KCOS,COS,,La Plata,KDRO,DRO,Alpine Air Express,AIP,1814,5A1814,AIP1814,,,,
01/01/2022,Colorado Springs,KCOS,COS,,Gunnison,KGUC,GUC,Gama Aviation,GAJ,874,,GAJ874,,,,
01/01/2022,Colorado Springs,KCOS,COS,,Alexandria International,KAEX,AEX,empty,,,,,,,,
01/01/2022,Yampa Valley,KHDN,HDN,2022-01-01T10:17:00+00:00,Colorado Springs,KCOS,COS,Mountain Aviation,FTH,826,,FTH826,,,,
01/01/2022,Jackson-evers,KJAN,JAN,2022-01-01T16:05:00+00:00,Hartsfield-jackson Atlanta International,KATL,ATL,Delta Air Lines,DAL,2900,DL2900,DAL2900,,,,
01/01/2022,Jackson-evers,KJAN,JAN,2022-01-01T14:43:00+00:00,Hartsfield-jackson Atlanta International,KATL,ATL,NetJets Aviation,EJA,673,1I673,EJA673,,,,
01/01/2022,"Jacksonville,",KJAX,JAX,,Chicago O'hare International,KORD,ORD,Air Canada,ACA,5849,AC5849,ACA5849,,,,
01/01/2022,"Jacksonville,",KJAX,JAX,2022-01-01T16:29:00+00:00,Kansas City International Airport,KMCI,MCI,United Airlines,UAL,3237,UA3237,UAL3237,,,,
01/01/2022,"Jacksonville,",KJAX,JAX,2022-01-01T17:07:00+00:00,Ronald Reagan Washington National Airport,KDCA,DCA,Southwest Airlines,SWA,2705,WN2705,SWA2705,,,,
01/01/2022,"Jacksonville,",KJAX,JAX,2022-01-01T17:21:00+00:00,Ronald Reagan Washington National Airport,KDCA,DCA,American Airlines,AAL,5345,AA5345,AAL5345,,,,
01/01/2022,"Jacksonville,",KJAX,JAX,2022-01-01T17:36:00+00:00,Chicago O'hare International,KORD,ORD,Alaska Airlines,ASA,4298,AS4298,ASA4298,,,,
01/01/2022,Charlotte Douglas,KCLT,CLT,2022-01-01T20:58:00+00:00,"Jacksonville,",KJAX,JAX,British Airways,BAW,5749,BA5749,BAW5749,,,,
01/01/2022,Fort Lauderdale–Hollywood International,KFLL,FLL,,Municipal,KMLU,MLU,empty,,,,,,,,
01/01/2022,Lewis B Wilson,KMCN,MCN,2022-01-01T10:31:00+00:00,Fort Lauderdale–Hollywood International,KFLL,FLL,empty,,,,,,,,
01/01/2022,William P Hobby,KHOU,HOU,2022-01-01T18:41:00+00:00,Love Field,KDAL,DAL,Southwest Airlines,SWA,1381,WN1381,SWA1381,,,,
01/01/2022,Easterwood Field,KCLL,CLL,2022-01-01T09:44:00+00:00,Dothan Airport,KDHN,DHN,empty,,,,,,,,
01/01/2022,Hartsfield-jackson Atlanta International,KATL,ATL,2022-01-01T18:17:00+00:00,Minneapolis - St. Paul International,KMSP,MSP,Spirit Airlines,NKS,40,NK40,NKS40,,,,
01/01/2022,Salt Lake City International,KSLC,SLC,2022-01-01T11:17:00+00:00,John Wayne,KSNA,SNA,NetJets Aviation,EJA,796,1I796,EJA796,,,,
01/01/2022,Mc Carran International,KLAS,LAS,2022-01-01T10:11:00+00:00,Charlotte Douglas,KCLT,CLT,British Airways,BAW,4585,BA4585,BAW4585,,,,
01/01/2022,Mc Carran International,KLAS,LAS,2022-01-01T10:36:00+00:00,Newark Liberty International,KEWR,EWR,Azul,AZU,7049,AD7049,AZU7049,,,,
01/01/2022,Mc Carran International,KLAS,LAS,2022-01-01T10:32:00+00:00,Detroit Metropolitan Wayne County,KDTW,DTW,Air France,AFR,8541,AF8541,AFR8541,,,,
01/01/2022,Mc Carran International,KLAS,LAS,,Westchester County Apt,KHPN,HPN,empty,,,,,,,,
01/01/2022,Mc Carran International,KLAS,LAS,,Newark Liberty International,KEWR,EWR,American Airlines,AAL,9516,AA9516,AAL9516,,,,
01/01/2022,Martha's Vineyard,KMVY,MVY,2022-01-01T14:54:00+00:00,International Jetport,KPWM,PWM,empty,,,,,,,,
01/01/2022,Westchester County Apt,KHPN,HPN,,Martha's Vineyard,KMVY,MVY,Flexjet,LXJ,406,LXJ406,LXJ406,,,,
01/01/2022,Ted Stevens Anchorage International Airport,PANC,ANC,2022-01-01T19:03:00+00:00,Los Angeles International,KLAX,LAX,empty,,921,,,,,,
01/01/2022,Wilmington International,KILM,ILM,2022-01-01T16:47:00+00:00,Ronald Reagan Washington National Airport,KDCA,DCA,American Airlines,AAL,5317,AA5317,AAL5317,,,,
01/01/2022,Luis Munoz Marin International,TJSJ,SJU,2022-01-01T13:15:00+00:00,Stewart,KSWF,SWF,empty,,,,,,,,
01/01/2022,Mc Ghee Tyson,KTYS,TYS,2022-01-01T11:27:00+00:00,Charlotte Douglas,KCLT,CLT,empty,,,,,,,,
01/01/2022,Greater Rochester International,KROC,ROC,2022-01-01T18:14:00+00:00,Charlotte Douglas,KCLT,CLT,American Airlines,AAL,1902,AA1902,AAL1902,,,,
01/01/2022,Albany International,KALB,ALB,,Hanscom Field,KBED,BED,Solairus Aviation,TWY,75,,TWY75,,,,
01/01/2022,Philadelphia International,KPHL,PHL,2022-01-01T15:51:00+00:00,University Park Airport,KUNV,SCE,American Airlines,AAL,6215,AA6215,AAL6215,,,,
01/01/2022,General Mitchell International,KMKE,MKE,2022-01-01T15:43:00+00:00,Tampa International,KTPA,TPA,Southwest Airlines,SWA,3375,WN3375,SWA3375,,,,
01/01/2022,General Mitchell International,KMKE,MKE,,Mc Carran International,KLAS,LAS,Spirit Airlines,NKS,414,NK414,NKS414,,,,
01/01/2022,General Mitchell International,KMKE,MKE,2022-01-01T16:43:00+00:00,Denver International,KDEN,DEN,United Airlines,UAL,5257,UA5257,UAL5257,,,,
01/01/2022,General Mitchell International,KMKE,MKE,,Philadelphia International,KPHL,PHL,Qatar Airways,QTR,2685,QR2685,QTR2685,,,,
01/01/2022,General Mitchell International,KMKE,MKE,2022-01-01T16:35:00+00:00,Minneapolis - St. Paul International,KMSP,MSP,WestJet,WJA,6495,WS6495,WJA6495,,,,
01/01/2022,Gallatin Field,KBZN,BZN,,General Mitchell International,KMKE,MKE,empty,,,,,,,,
01/01/2022,Buffalo Niagara International,KBUF,BUF,2022-01-01T16:18:00+00:00,Fort Lauderdale–Hollywood International,KFLL,FLL,Southwest Airlines,SWA,2998,WN2998,SWA2998,,,,
01/01/2022,Buffalo Niagara International,KBUF,BUF,2022-01-01T16:53:00+00:00,Sky Harbor International,KPHX,PHX,Southwest Airlines,SWA,1336,WN1336,SWA1336,,,,
01/01/2022,Buffalo Niagara International,KBUF,BUF,,Baltimore/Washington International Thurgood Marshall,KBWI,BWI,Southwest Airlines,SWA,2057,WN2057,SWA2057,,,,
01/01/2022,Sky Harbor International,KPHX,PHX,,Austin-bergstrom International,KAUS,AUS,Southwest Airlines,SWA,747,WN747,SWA747,,,,
01/01/2022,Sky Harbor International,KPHX,PHX,2022-01-01T15:26:00+00:00,Los Angeles International,KLAX,LAX,British Airways,BAW,5480,BA5480,BAW5480,,,,
01/01/2022,Sky Harbor International,KPHX,PHX,,Fresno Air Terminal Airport,KFAT,FAT,American Airlines,AAL,5957,AA5957,AAL5957,,,,
01/01/2022,Sky Harbor International,KPHX,PHX,2022-01-01T15:29:00+00:00,Honolulu International,PHNL,HNL,American Airlines,AAL,694,AA694,AAL694,,,,
01/01/2022,Sky Harbor International,KPHX,PHX,2022-01-01T16:13:00+00:00,Eppley Airfield,KOMA,OMA,Southwest Airlines,SWA,2452,WN2452,SWA2452,,,,
01/01/2022,Sky Harbor International,KPHX,PHX,2022-01-01T16:05:00+00:00,Mc Carran International,KLAS,LAS,Alaska Airlines,ASA,4424,AS4424,ASA4424,,,,
01/01/2022,Sky Harbor International,KPHX,PHX,2022-01-01T16:01:00+00:00,Nashville International,KBNA,BNA,Southwest Airlines,SWA,3776,WN3776,SWA3776,,,,
01/01/2022,Sky Harbor International,KPHX,PHX,2022-01-01T15:39:00+00:00,Salt Lake City International,KSLC,SLC,Alaska Airlines,ASA,4249,AS4249,ASA4249,,,,
01/01/2022,Sky Harbor International,KPHX,PHX,2022-01-01T15:49:00+00:00,Boise Air Terminal/Gowen Field,KBOI,BOI,Alaska Airlines,ASA,3477,AS3477,ASA3477,,,,
01/01/2022,Sky Harbor International,KPHX,PHX,2022-01-01T18:48:00+00:00,Boise Air Terminal/Gowen Field,KBOI,BOI,American Airlines,AAL,5735,AA5735,AAL5735,,,,
01/01/2022,Sky Harbor International,KPHX,PHX,2022-01-01T16:56:00+00:00,Los Angeles International,KLAX,LAX,Air France,AFR,8813,AF8813,AFR8813,,,,
01/01/2022,Sky Harbor International,KPHX,PHX,2022-01-01T16:34:00+00:00,Lambert-St. Louis International,KSTL,STL,Alaska Airlines,ASA,6399,AS6399,ASA6399,,,,
01/01/2022,Sky Harbor International,KPHX,PHX,2022-01-01T16:07:00+00:00,Eppley Airfield,KOMA,OMA,Alaska Airlines,ASA,6293,AS6293,ASA6293,,,,
01/01/2022,Sky Harbor International,KPHX,PHX,2022-01-01T16:19:00+00:00,Arcata,KACV,ACV,American Airlines,AAL,3217,AA3217,AAL3217,,,,
01/01/2022,Sky Harbor International,KPHX,PHX,2022-01-01T16:15:00+00:00,Walker Field,KGJT,GJT,Alaska Airlines,ASA,4445,AS4445,ASA4445,,,,
01/01/2022,Sky Harbor International,KPHX,PHX,2022-01-01T16:09:00+00:00,Logan International,KBOS,BOS,American Airlines,AAL,567,AA567,AAL567,,,,
01/01/2022,Texarkana Municipal,KTXK,TXK,2022-01-01T10:30:00+00:00,Dallas/Fort Worth International,KDFW,DFW,American Airlines,AAL,3875,AA3875,AAL3875,,,,
01/01/2022,Mc Carran International,KLAS,LAS,2022-01-01T14:09:00+00:00,Sky Harbor International,KPHX,PHX,Southwest Airlines,SWA,2014,WN2014,SWA2014,,,,
01/01/2022,Louis Armstrong New Orléans International Airport,KMSY,MSY,2022-01-01T17:35:00+00:00,Miami International Airport,KMIA,MIA,Flexjet,LXJ,588,LXJ588,LXJ588,,,,
01/01/2022,Louis Armstrong New Orléans International Airport,KMSY,MSY,2022-01-01T16:33:00+00:00,Charlotte Douglas,KCLT,CLT,British Airways,BAW,6886,BA6886,BAW6886,,,,
01/01/2022,Louis Armstrong New Orléans International Airport,KMSY,MSY,2022-01-01T17:53:00+00:00,Philadelphia International,KPHL,PHL,American Airlines,AAL,4961,AA4961,AAL4961,,,,
01/01/2022,Louis Armstrong New Orléans International Airport,KMSY,MSY,2022-01-01T17:25:00+00:00,Hartsfield-jackson Atlanta International,KATL,ATL,Air France,AFR,5676,AF5676,AFR5676,,,,
01/01/2022,Louis Armstrong New Orléans International Airport,KMSY,MSY,2022-01-01T17:39:00+00:00,Orlando International,KMCO,MCO,Southwest Airlines,SWA,1757,WN1757,SWA1757,,,,
01/01/2022,Louis Armstrong New Orléans International Airport,KMSY,MSY,2022-01-01T17:22:00+00:00,George Bush Intercontinental,KIAH,IAH,Air Canada,ACA,4802,AC4802,ACA4802,,,,
01/01/2022,Charlotte Douglas,KCLT,CLT,2022-01-01T15:15:00+00:00,Greater Peoria,KPIA,PIA,American Airlines,AAL,5451,AA5451,AAL5451,,,,
01/01/2022,Dallas/Fort Worth International,KDFW,DFW,2022-01-01T15:56:00+00:00,Louis Armstrong New Orléans International Airport,KMSY,MSY,Alaska Airlines,ASA,6358,AS6358,ASA6358,,,,
01/01/2022,St. Petersburg-Clearwater International,KPIE,PIE,,Belleville,KBLV,BLV,Allegiant Air,AAY,1855,G41855,AAY1855,,,,
01/01/2022,King Salmon,PAKN,AKN,,Emergency Field,PADU,DUT,empty,,2,,,,,,
01/01/2022,Dallas/Fort Worth International,KDFW,DFW,2022-01-01T14:46:00+00:00,Montrose Regional Airport,KMTJ,MTJ,American Airlines,AAL,2484,AA2484,AAL2484,,,,
01/01/2022,Mc Carran International,KLAS,LAS,2022-01-01T14:40:00+00:00,San Francisco International,KSFO,SFO,Frontier Airlines,FFT,2077,F92077,FFT2077,,,,
01/01/2022,Montrose Regional Airport,KMTJ,MTJ,2022-01-01T19:35:00+00:00,Newark Liberty International,KEWR,EWR,United Airlines,UAL,2682,UA2682,UAL2682,,,,
01/01/2022,Montrose Regional Airport,KMTJ,MTJ,2022-01-01T16:41:00+00:00,William P Hobby,KHOU,HOU,Southwest Airlines,SWA,3354,WN3354,SWA3354,,,,
01/01/2022,Denver International,KDEN,DEN,2022-01-01T15:14:00+00:00,Montrose Regional Airport,KMTJ,MTJ,NetJets Aviation,EJA,594,1I594,EJA594,,,,
01/01/2022,Mc Ghee Tyson,KTYS,TYS,2022-01-01T17:33:00+00:00,Lincoln,KLNK,LNK,United Airlines,UAL,6967,UA6967,UAL6967,,,,
01/01/2022,Eugene,KEUG,EUG,2022-01-01T14:43:00+00:00,Seattle-Tacoma International,KSEA,SEA,British Airways,BAW,7562,BA7562,BAW7562,,,,
01/01/2022,Eugene,KEUG,EUG,2022-01-01T15:06:00+00:00,Mc Carran International,KLAS,LAS,Southwest Airlines,SWA,2839,WN2839,SWA2839,,,,
01/01/2022,Charlotte Douglas,KCLT,CLT,2022-01-01T16:39:00+00:00,Mc Ghee Tyson,KTYS,TYS,American Airlines,AAL,5051,AA5051,AAL5051,,,,
01/01/2022,Miami International Airport,KMIA,MIA,2022-01-01T15:42:00+00:00,Mc Ghee Tyson,KTYS,TYS,British Airways,BAW,6666,BA6666,BAW6666,,,,
01/01/2022,Chicago O'hare International,KORD,ORD,,Mc Ghee Tyson,KTYS,TYS,Alaska Airlines,ASA,6464,AS6464,ASA6464,,,,
01/01/2022,Washington Dulles International,KIAD,IAD,2022-01-01T18:06:00+00:00,Hartsfield-jackson Atlanta International,KATL,ATL,Air France,AFR,2389,AF2389,AFR2389,,,,
01/01/2022,Washington Dulles International,KIAD,IAD,2022-01-01T17:59:00+00:00,Portland International,KPDX,PDX,SAS,SAS,8753,SK8753,SAS8753,,,,
01/01/2022,Washington Dulles International,KIAD,IAD,2022-01-01T17:24:00+00:00,Orlando International,KMCO,MCO,Copa Airlines,CMP,2792,CM2792,CMP2792,,,,
01/01/2022,Washington Dulles International,KIAD,IAD,2022-01-01T18:26:00+00:00,Logan International,KBOS,BOS,SA AVIANCA,AVA,2033,AV2033,AVA2033,,,,
01/01/2022,Washington Dulles International,KIAD,IAD,2022-01-01T18:22:00+00:00,Cincinnati/Northern Kentucky,KCVG,CVG,Air Canada,ACA,3767,AC3767,ACA3767,,,,
01/01/2022,Washington Dulles International,KIAD,IAD,2022-01-01T18:45:00+00:00,"Charleston, AFB Municipal",KCHS,CHS,Air Canada,ACA,3792,AC3792,ACA3792,,,,
01/01/2022,Washington Dulles International,KIAD,IAD,2022-01-01T17:57:00+00:00,Key West International Airport,KEYW,EYW,United Airlines,UAL,6227,UA6227,UAL6227,,,,
01/01/2022,Washington Dulles International,KIAD,IAD,,Midway,KMDW,MDW,Southwest Airlines,SWA,3150,WN3150,SWA3150,,,,
01/01/2022,Washington Dulles International,KIAD,IAD,,T. F. Green Airport,KPVD,PVD,Copa Airlines,CMP,1302,CM1302,CMP1302,,,,
01/01/2022,Washington Dulles International,KIAD,IAD,2022-01-01T18:04:00+00:00,Charlotte Douglas,KCLT,CLT,United Airlines,UAL,6022,UA6022,UAL6022,,,,
01/01/2022,Washington Dulles International,KIAD,IAD,2022-01-01T17:56:00+00:00,Chicago O'hare International,KORD,ORD,United Airlines,UAL,2608,UA2608,UAL2608,,,,
