,city,state_id,latitude,longitude,population,airport,distance
2053,Ilion,NY,43.0114,-75.0396,23608,,
2054,Rosemont,CA,38.5477,-121.3553,23602,,
2055,Seymour,IN,38.9476,-85.891,23598,,
2056,Oakdale,CA,37.7616,-120.847,23596,,
2057,Madisonville,KY,37.3408,-87.5034,23580,,
2058,Romulus,MI,42.2237,-83.366,23573,ALW,0.012985998323197611
2059,Cudahy,CA,33.9631,-118.183,23569,,
2060,Copiague,NY,40.6728,-73.3932,23561,,
2061,Winter Gardens,CA,32.8376,-116.9268,23545,,
2062,Leland,NC,34.2044,-78.0277,23544,,
2063,Rolling Meadows,IL,42.0747,-88.0252,23532,,
2064,Wekiwa Springs,FL,28.6984,-81.4251,23512,,
2065,Northdale,FL,28.1058,-82.5263,23510,,
2066,Fort Hood,TX,31.1345,-97.7797,23508,GRK,0.08413949022741485
2067,Benbrook,TX,32.6787,-97.4638,23502,,
2068,Zion,IL,42.4598,-87.8509,23487,,
2069,Watertown,WI,43.1893,-88.7285,23479,,
2070,Montrose,CO,38.469,-107.859,23478,GUC,0.925908794845383
2071,Hialeah Gardens,FL,25.8878,-80.3569,23474,,
2072,Columbus,NE,41.4368,-97.3563,23468,,
2073,Plainview,TX,34.1911,-101.7234,23424,,
2074,Auburn,ME,44.085,-70.2492,23414,,
2075,Carteret,NJ,40.5848,-74.2284,23408,,
2076,Arnold,MD,39.0437,-76.4974,23406,,
2077,Avon,OH,41.4485,-82.0187,23399,,
2078,West Puente Valley,CA,34.0512,-117.9681,23382,,
2079,Loves Park,IL,42.3364,-88.9975,23371,,
2080,Vero Beach South,FL,27.6164,-80.413,23333,,
2081,Lisle,IL,41.7918,-88.0888,23270,,
2082,Greenbelt,MD,38.9953,-76.8885,23224,,
2083,Granite Bay,CA,38.7601,-121.1714,23183,,
2084,Maywood,IL,41.8798,-87.8442,23158,,
2085,Dickinson,ND,46.8917,-102.7924,23133,DIK,0.09003490254034635
2086,Oxford,OH,39.5061,-84.7434,23113,,
2087,Kenmore,WA,47.7516,-122.2489,23097,,
2088,Allison Park,PA,40.573,-79.9603,23092,,
2089,Farmington,MN,44.6573,-93.1688,23091,,
2090,Monsey,NY,41.1181,-74.0681,23055,,
2091,Hastings,MN,44.7318,-92.8538,23047,,
2092,Rockingham,NC,34.9386,-79.7608,23016,,
2093,Greenfield,IN,39.7936,-85.7737,23006,,
2094,Auburn,IN,41.3666,-85.0559,22994,,
2095,Frederickson,WA,47.0914,-122.3594,22994,,
2096,Willoughby,OH,41.646,-81.4084,22977,,
2097,Mustang,OK,35.3917,-97.7246,22959,,
2098,Patterson,CA,37.4758,-121.1535,22930,,
2099,Gallup,NM,35.5183,-108.7423,22917,,
2100,Radcliff,KY,37.8206,-85.9366,22914,,
2101,West Rancho Dominguez,CA,33.9057,-118.2682,22901,,
2102,Blue Island,IL,41.6578,-87.6812,22899,,
2103,Crystal,MN,45.0377,-93.3599,22899,,
2104,Belton,TX,31.0525,-97.479,22885,,
2105,Pace,FL,30.6187,-87.1667,22860,,
2106,Marshall,TX,32.537,-94.3515,22831,,
2107,Laguna Beach,CA,33.5448,-117.7612,22827,,
2108,Webster Groves,MO,38.5866,-90.3544,22819,,
2109,Acworth,GA,34.0566,-84.6715,22818,,
2110,Griffin,GA,33.2418,-84.2747,22813,,
2111,Willowbrook,CA,33.9199,-118.2362,22811,,
2112,Morton Grove,IL,42.0423,-87.789,22796,,
2113,Keene,NH,42.9494,-72.2997,22786,,
2114,Marina,CA,36.6812,-121.7895,22781,,
2115,Solon,OH,41.3864,-81.4401,22779,,
2116,New Brighton,MN,45.0658,-93.206,22753,,
2117,Mandan,ND,46.829,-100.887,22752,,
2118,Pittsburg,KS,37.4129,-94.6984,22711,,
2119,Elizabeth City,NC,36.2943,-76.2361,22711,,
2120,Harriman,TN,35.9307,-84.5602,22708,,
2121,Ives Estates,FL,25.9632,-80.183,22707,,
2122,Greenfield,MA,42.614,-72.5985,22703,,
2123,Fairhope,AL,30.5217,-87.8815,22677,,
2124,Cottage Lake,WA,47.7466,-122.0755,22677,,
2125,Machesney Park,IL,42.3666,-89.0266,22677,,
2126,Braidwood,IL,41.2696,-88.2235,22670,,
2127,Hurricane,UT,37.1487,-113.3517,22666,,
2128,Trussville,AL,33.6404,-86.5819,22635,,
2129,Waynesboro,VA,38.0674,-78.9014,22630,,
2130,Johnston,IA,41.6857,-93.7173,22582,,
2131,Corcoran,CA,36.0839,-119.561,22581,,
2132,Meadville,PA,41.6476,-80.1468,22580,,
2133,Landover,MD,38.9241,-76.8875,22553,,
2134,Happy Valley,OR,45.4362,-122.5077,22553,,
2135,East Peoria,IL,40.6734,-89.5419,22546,,
2136,Hopewell,VA,37.2915,-77.2985,22529,,
2137,Fort Walton Beach,FL,30.4249,-86.6194,22521,,
2138,Nixa,MO,37.0453,-93.296,22515,,
2139,Clinton,UT,41.1395,-112.0656,22499,,
2140,Munster,IN,41.5469,-87.504,22476,,
2141,Christiansburg,VA,37.1411,-80.4028,22473,,
2142,Anthem,AZ,33.856,-112.1168,22468,,
2143,Roselle,IL,41.9807,-88.0861,22463,,
2144,Garden City,NY,40.7266,-73.6447,22454,,
2145,The Crossings,FL,25.6708,-80.4018,22441,,
2146,Warrensburg,MO,38.7627,-93.726,22410,,
2147,Kihei,HI,20.7653,-156.4454,22402,,
2148,Union City,GA,33.5941,-84.5629,22399,,
2149,Millbrae,CA,37.5994,-122.4023,22394,SFO,0.03201789399023496
2150,Florida Ridge,FL,27.5805,-80.3848,22372,,
2151,Silver Firs,WA,47.8635,-122.1497,22358,,
2152,Dolton,IL,41.6284,-87.5979,22348,,
2153,Duncan,OK,34.5424,-97.919,22344,,
2154,Brent,FL,30.4729,-87.2496,22337,,
2155,Northfield,MN,44.455,-93.1698,22325,,
2156,Highland,IN,41.5485,-87.4587,22316,,
2157,Sequim,WA,48.0746,-123.0944,22304,,
2158,Prairie Village,KS,38.9874,-94.6361,22295,,
2159,Kuna,ID,43.4869,-116.3986,22292,,
2160,Coralville,IA,41.699,-91.5967,22290,,
2161,Fort Mill,SC,35.0062,-80.9388,22284,,
2162,Rose Hill,VA,38.7872,-77.1085,22252,,
2163,Hudson,OH,41.2399,-81.4408,22237,,
2164,Lutz,FL,28.1396,-82.4467,22235,,
2165,Taylors,SC,34.9157,-82.3124,22230,,
2166,Roanoke Rapids,NC,36.4452,-77.6491,22225,,
2167,Vega Baja,PR,18.441,-66.3993,22211,,
2168,Raymore,MO,38.8029,-94.4583,22194,,
2169,Ensley,FL,30.5261,-87.2735,22194,,
2170,Fremont,OH,41.3536,-83.1148,22191,,
2171,Mukwonago,WI,42.8566,-88.3269,22185,,
2172,Watertown,SD,44.9094,-97.1531,22174,,
2173,East Patchogue,NY,40.7704,-72.9817,22172,,
2174,Lebanon,OR,44.5317,-122.9071,22160,,
2175,Pickerington,OH,39.889,-82.7678,22158,,
2176,Lexington,SC,33.989,-81.2202,22157,,
2177,Arvin,CA,35.1944,-118.8306,22155,,
2178,Lino Lakes,MN,45.1679,-93.083,22119,,
2179,Augusta,ME,44.3341,-69.7319,22116,RKD,0.6933062705824803
2180,Milford,DE,38.9091,-75.4224,22102,,
2181,Shelbyville,TN,35.4987,-86.4516,22101,,
2182,Corinth,TX,33.1435,-97.0681,22099,,
2183,Naples,FL,26.1504,-81.7936,22088,,
2184,West Carson,CA,33.8229,-118.2931,22079,,
2185,Maple Heights,OH,41.4094,-81.5625,22078,,
2186,Lealman,FL,27.8197,-82.6847,22034,,
2187,Chester,VA,37.3531,-77.4342,22032,,
2188,Gardner,KS,38.8158,-94.93,22031,,
2189,Union Hill-Novelty Hill,WA,47.6788,-122.0284,21992,,
2190,Hayesville,OR,44.9794,-122.9739,21979,,
2191,Siloam Springs,AR,36.1844,-94.5318,21975,,
2192,Piqua,OH,40.1505,-84.2441,21936,,
2193,Fish Hawk,FL,27.8511,-82.2164,21929,,
2194,Port Hueneme,CA,34.1617,-119.2036,21926,,
2195,Lakeside,CA,32.856,-116.904,21917,,
2196,Summit,NJ,40.7154,-74.3647,21897,,
2197,Secaucus,NJ,40.781,-74.0659,21893,,
2198,Golden Valley,MN,44.9901,-93.3591,21886,,
2199,Jasmine Estates,FL,28.293,-82.6907,21865,,
2200,Mount Vernon,OH,40.3854,-82.4734,21864,,
2201,Bloomington,CA,34.0601,-117.4013,21847,,
2202,Camp Springs,MD,38.8052,-76.9198,21841,,
2203,Lennox,CA,33.938,-118.3586,21818,,
2204,Roselle,NJ,40.6527,-74.2599,21811,,
2205,Geneva,IL,41.8832,-88.3242,21809,,
2206,Sunny Isles Beach,FL,25.9385,-80.1246,21804,,
2207,Rancho San Diego,CA,32.7624,-116.9197,21799,,
2208,Massapequa,NY,40.6676,-73.4706,21784,,
2209,Bloomingdale,IL,41.9497,-88.0895,21779,,
2210,Shafter,CA,35.4794,-119.2013,21734,,
2211,Eastmont,WA,47.8968,-122.1817,21733,,
2212,Katy,TX,29.7904,-95.8353,21729,,
2213,Brownwood,TX,31.7127,-98.9767,21729,,
2214,Del City,OK,35.4483,-97.4408,21712,,
2215,Jacksonville,IL,39.7292,-90.2318,21685,,
2216,North Bay Shore,NY,40.7601,-73.2618,21679,,
2217,Silverdale,WA,47.6663,-122.6828,21677,,
2218,Kapolei,HI,21.3403,-158.0665,21674,,
2219,Allendale,MI,42.9851,-85.9509,21672,,
2220,Darien,IL,41.7447,-87.9823,21628,,
2221,Perrysburg,OH,41.5377,-83.6413,21626,,
2222,Lewistown,PA,40.5964,-77.573,21614,,
2223,Hamtramck,MI,42.3954,-83.056,21599,,
2224,La Porte,IN,41.6077,-86.7136,21569,,
2225,Clarksville,IN,38.3221,-85.7673,21558,,
2226,New Castle,IN,39.919,-85.3697,21555,,
2227,Bellview,FL,30.462,-87.312,21515,,
2228,Biddeford,ME,43.4674,-70.4512,21504,,
2229,McNair,VA,38.9513,-77.4116,21485,IAD,0.044975485854848875
2230,Villa Park,IL,41.8864,-87.9779,21483,,
2231,Fernley,NV,39.5611,-119.1926,21476,,
2232,Elkridge,MD,39.1941,-76.7427,21458,,
2233,Mukilteo,WA,47.9096,-122.3035,21441,,
2234,Atoka,TN,35.4239,-89.7861,21428,,
2235,Prichard,AL,30.7735,-88.1301,21428,,
2236,Hays,KS,38.8815,-99.3218,21421,HYS,0.05537695799698252
2237,Birmingham,MI,42.5447,-83.2166,21389,,
2238,Easley,SC,34.819,-82.5828,21364,,
2239,Brambleton,VA,38.9802,-77.5323,21358,,
2240,Mountlake Terrace,WA,47.7921,-122.3076,21338,,
2241,Ramona,CA,33.0474,-116.8767,21323,,
2242,Owosso,MI,42.9955,-84.176,21315,,
2243,King of Prussia,PA,40.0963,-75.382,21313,,
2244,DeBary,FL,28.8815,-81.324,21305,,
2245,Eustis,FL,28.856,-81.6781,21303,,
2246,South Euclid,OH,41.5239,-81.5245,21297,,
2247,South Holland,IL,41.5977,-87.6022,21296,,
2248,Palm Valley,FL,30.2011,-81.3949,21292,,
2249,North Plainfield,NJ,40.6209,-74.4386,21289,,
2250,Ashland,OR,42.1905,-122.6992,21281,,
2251,Sapulpa,OK,36.0089,-96.1006,21278,,
2252,Duarte,CA,34.161,-117.9504,21271,,
2253,Marietta,OH,39.4241,-81.4465,21267,,
2254,Battle Ground,WA,45.7765,-122.5413,21252,,
2255,Stephenville,TX,32.2148,-98.2205,21247,,
2256,Amsterdam,NY,42.942,-74.1907,21241,,
2257,Oxford,AL,33.5967,-85.8687,21225,,
2258,Park Forest,IL,41.4817,-87.6868,21210,,
2259,Evans,CO,40.366,-104.7389,21205,,
2260,Alexandria,MN,45.8777,-95.3766,21204,,
2261,Fort Atkinson,WI,42.9253,-88.8441,21196,,
2262,Hazel Dell,WA,45.6797,-122.6553,21196,,
2263,Carrboro,NC,35.926,-79.0878,21190,,
2264,Bardstown,KY,37.8174,-85.4548,21184,,
2265,East Ridge,TN,34.9973,-85.2284,21182,CHA,0.05096240621672824
2266,Elko,NV,40.8387,-115.7674,21179,EKO,0.022120896766857377
2267,Covington,WA,47.3668,-122.1044,21175,,
2268,Gaffney,SC,35.0742,-81.6558,21169,,
2269,Sun Valley,NV,39.6106,-119.7765,21159,,
2270,Sidney,OH,40.2891,-84.1667,21148,,
2271,Bonney Lake,WA,47.1791,-122.17,21148,,
2272,Dickinson,TX,29.4546,-95.0583,21129,,
2273,Martha Lake,WA,47.8479,-122.2327,21129,,
2274,Bothell West,WA,47.8056,-122.2401,21115,,
2275,Arnold,MO,38.4296,-90.3733,21091,,
2276,Ballenger Creek,MD,39.3807,-77.4205,21080,,
2277,Rolla,MO,37.9458,-91.7608,21059,,
2278,West Pensacola,FL,30.4263,-87.2679,21056,,
2279,Harvey,LA,29.8876,-90.0666,21054,,
2280,Johnstown,CO,40.3499,-104.9481,21048,,
2281,Cockeysville,MD,39.4793,-76.63,21038,,
2282,Pleasant Prairie,WI,42.5266,-87.8895,21034,,
2283,Shelbyville,IN,39.535,-85.7792,21028,,
2284,Sweetwater,FL,25.7786,-80.376,20994,,
2285,St. Andrews,SC,34.051,-81.1057,20990,,
2286,Milwaukie,OR,45.4447,-122.6221,20990,,
2287,Bryant,AR,34.6152,-92.4914,20968,,
2288,Salmon Creek,WA,45.7099,-122.6632,20956,,
2289,Kill Devil Hills,NC,36.0167,-75.6699,20951,,
2290,North Salt Lake,UT,40.8439,-111.9187,20948,,
2291,Apollo Beach,FL,27.7618,-82.4002,20947,,
2292,Guayama,PR,17.9744,-66.1104,20913,,
2293,Cornelia,GA,34.517,-83.531,20913,,
2294,Suwanee,GA,34.0506,-84.0687,20907,,
2295,New Hope,MN,45.0374,-93.3869,20907,,
2296,Wade Hampton,SC,34.8821,-82.3336,20906,,
2297,Green Valley,AZ,31.8436,-111.0174,20902,,
2298,Mill Creek,WA,47.8631,-122.2037,20897,,
2299,Universal City,TX,29.5521,-98.3074,20890,,
2300,Montclair,VA,38.6111,-77.34,20881,,
2301,Lorton,VA,38.6984,-77.2163,20871,,
2302,Clemmons,NC,36.0319,-80.3861,20867,,
2303,Rosamond,CA,34.8658,-118.2154,20851,,
2304,Bear,DE,39.6188,-75.6804,20850,,
2305,Dyersburg,TN,36.0465,-89.3777,20839,,
2306,Oneida,NY,43.0769,-75.6621,20828,,
2307,Hunters Creek,FL,28.3611,-81.4357,20817,,
2308,Holiday,FL,28.1864,-82.7429,20816,,
2309,Louisville,CO,39.9709,-105.1441,20816,,
2310,Dixon,CA,38.4468,-121.8249,20803,,
2311,Murray,KY,36.6146,-88.3206,20776,,
2312,Golden,CO,39.7406,-105.2118,20767,,
2313,Olean,NY,42.0819,-78.4321,20755,,
2314,Clifton,CO,39.0763,-108.4606,20748,,
2315,Grayslake,IL,42.3402,-88.0338,20725,,
2316,North Bellmore,NY,40.6904,-73.539,20718,,
2317,Palisades Park,NJ,40.8472,-73.9967,20715,,
2318,South Milwaukee,WI,42.912,-87.8627,20696,,
2319,Gardner,MA,42.5845,-71.9867,20683,,
2320,Havelock,NC,34.9078,-76.8987,20677,,
2321,Lake Ronkonkoma,NY,40.8308,-73.1112,20667,,
2322,Lebanon,OH,39.4251,-84.2135,20659,,
2323,East Moline,IL,41.5199,-90.3879,20645,,
2324,Norwalk,OH,41.2443,-82.6088,20629,,
2325,Yorkville,IL,41.6562,-88.4507,20613,,
2326,Logansport,IN,40.7472,-86.3519,20608,,
2327,Dublin,GA,32.5359,-82.928,20583,,
2328,North Ogden,UT,41.3123,-111.9585,20582,,
2329,South El Monte,CA,34.0493,-118.0484,20574,,
2330,Lynn Haven,FL,30.2337,-85.637,20525,,
2331,Ferguson,MO,38.749,-90.295,20525,,
2332,Arlington,WA,48.1698,-122.1443,20523,,
2333,Willmar,MN,45.122,-95.0569,20510,,
2334,Alice,TX,27.7556,-98.0653,20510,,
2335,Swansboro,NC,34.6958,-77.1368,20507,,
2336,Murphy,TX,33.0186,-96.6105,20500,,
2337,Culpeper,VA,38.4705,-78.0001,20485,,
2338,Ozark,MO,37.0361,-93.2155,20482,,
2339,American Canyon,CA,38.1796,-122.2583,20475,,
2340,Papillion,NE,41.1516,-96.0679,20471,,
2341,The Dalles,OR,45.6053,-121.1818,20442,,
2342,Columbia Heights,MN,45.0484,-93.2472,20427,,
2343,Barre,VT,44.1997,-72.5083,20421,,
2344,Amherst Center,MA,42.3757,-72.5188,20409,,
2345,Crest Hill,IL,41.5723,-88.1124,20376,,
2346,Punta Gorda,FL,26.8933,-82.0516,20369,PGD,0.06158154583638343
2347,Neabsco,VA,38.6083,-77.2847,20364,,
2348,Newton,KS,38.0368,-97.3451,20361,,
2349,Poplar Bluff,MO,36.7632,-90.4136,20359,,
2350,Ennis,TX,32.3255,-96.635,20357,,
2351,Tukwila,WA,47.4749,-122.2727,20347,,
2352,Prunedale,CA,36.8064,-121.6555,20327,,
2353,Lomita,CA,33.7933,-118.3175,20320,,
2354,Payson,UT,40.036,-111.7395,20303,,
2355,Mountain Brook,AL,33.4871,-86.74,20297,,
2356,Glassboro,NJ,39.7014,-75.1113,20288,,
2357,Bayshore Gardens,FL,27.4345,-82.5794,20287,SRQ,0.04695963195022045
2358,Ashland,OH,40.8668,-82.3156,20275,,
2359,Shelton,WA,47.2186,-123.112,20264,,
2360,Shenandoah,LA,30.4019,-91.002,20252,,
2361,Cherry Hill,VA,38.5696,-77.2895,20241,,
2362,Henderson,NC,36.3259,-78.4155,20238,,
2363,Linda,CA,39.1241,-121.5421,20228,,
2364,Agoura Hills,CA,34.151,-118.7608,20222,,
2365,East Hemet,CA,33.7301,-116.941,20211,,
2366,Libertyville,IL,42.287,-87.967,20205,,
2367,Durango,CO,37.2659,-107.8782,20203,DRO,0.16594182708277838
2368,East Northport,NY,40.8792,-73.3232,20190,,
2369,Howard,WI,44.5703,-88.092,20177,,
2370,Monmouth,OR,44.8505,-123.2283,20172,,
2371,Ypsilanti,MI,42.2437,-83.6205,20171,,
2372,Mokena,IL,41.5327,-87.8779,20159,,
2373,Pleasantville,NJ,39.39,-74.5169,20149,ACY,0.08320063123858373
2374,Affton,MO,38.5499,-90.3264,20148,,
2375,Bartow,FL,27.8868,-81.8213,20147,,
2376,Ashland,KY,38.4592,-82.6449,20146,HTS,0.12659519494693408
2377,Mead Valley,CA,33.8333,-117.2852,20145,,
2378,Miamisburg,OH,39.6323,-84.2725,20143,,
2379,Merrick,NY,40.6515,-73.5535,20130,,
2380,Charleston,IL,39.4842,-88.1781,20117,,
2381,Germantown,WI,43.2343,-88.1217,20116,,
2382,Escanaba,MI,45.7477,-87.09,20094,ESC,0.029947806896168674
2383,Selden,NY,40.8699,-73.0462,20093,,
2384,Bayou Cane,LA,29.6244,-90.751,20093,,
2385,Mililani Mauka,HI,21.4756,-157.9947,20090,,
2386,Snellville,GA,33.8563,-84.0038,20077,,
2387,Sulphur,LA,30.2286,-93.3565,20065,,
2388,Harrison,NJ,40.7431,-74.1531,20061,,
2389,South St. Paul,MN,44.8876,-93.0411,20060,,
2390,Oregon,OH,41.6528,-83.4322,20055,,
2391,Middleton,WI,43.1065,-89.5058,20034,,
2392,Ferndale,MI,42.4592,-83.1314,20033,,
2393,West Chester,PA,39.9601,-75.6058,20029,,
2394,Forest Park,GA,33.6209,-84.359,20020,,
2395,La Cañada Flintridge,CA,34.2097,-118.2002,20009,,
2396,Hauppauge,NY,40.8217,-73.2119,20005,,
2397,Safford,AZ,32.8317,-109.7005,19987,,
2398,Rocky River,OH,41.4703,-81.8526,19986,,
2399,South San Jose Hills,CA,34.0123,-117.9041,19977,,
2400,Elmwood Park,NJ,40.905,-74.1201,19966,,
2401,El Reno,OK,35.543,-97.966,19965,,
2402,Saco,ME,43.539,-70.4624,19964,,
2403,Fairwood,WA,47.4467,-122.143,19962,,
2404,Greenwood,MS,33.5126,-90.1993,19961,,
2405,West St. Paul,MN,44.9018,-93.0858,19961,,
2406,Valley,AL,32.8088,-85.1809,19926,,
2407,Orinda,CA,37.8808,-122.1791,19926,,
2408,Helena,AL,33.2845,-86.8756,19925,,
2409,Cullman,AL,34.1777,-86.8407,19920,,
2410,Alamo,TX,26.1811,-98.1177,19910,,
2411,Sand Springs,OK,36.1342,-96.1284,19905,,
2412,Vernal,UT,40.4517,-109.5379,19893,VEL,0.02566773618007116
2413,Laurinburg,NC,34.7597,-79.4781,19889,,
2414,Painesville,OH,41.724,-81.2536,19886,,
2415,Sherwood,OR,45.3593,-122.8433,19879,,
2416,Lake Zurich,IL,42.1955,-88.087,19877,,
2417,West Hempstead,NY,40.6959,-73.6507,19864,,
2418,Rosedale,MD,39.3266,-76.5084,19842,,
2419,Ottawa,IL,41.3532,-88.8306,19839,,
2420,Meadowbrook,VA,37.4301,-77.474,19811,,
2421,Casa de Oro-Mount Helix,CA,32.764,-116.9687,19804,,
2422,Lake Shore,MD,39.1029,-76.4876,19791,,
2423,Parma Heights,OH,41.3865,-81.7637,19790,,
2424,Old Jamestown,MO,38.8394,-90.2847,19777,,
2425,Norwood,OH,39.1605,-84.4535,19776,,
2426,Monroe,WA,47.8595,-121.9852,19776,,
2427,Selma,AL,32.4166,-87.0336,19775,,
2428,Makakilo,HI,21.3591,-158.0813,19775,,
2429,Tahlequah,OK,35.9116,-94.9773,19773,,
2430,Brockport,NY,43.2137,-77.9404,19764,,
2431,Rockport,TX,28.029,-97.0722,19743,,
2432,Mesquite,NV,36.8035,-114.1325,19726,,
2433,Franconia,VA,38.7682,-77.1587,19720,,
2434,Front Royal,VA,38.926,-78.1838,19719,,
2435,West Mifflin,PA,40.3581,-79.9072,19699,,
2436,Albany,CA,37.8898,-122.3018,19696,,
2437,La Crescenta-Montrose,CA,34.2322,-118.2353,19689,,
2438,Somerton,AZ,32.6009,-114.699,19684,,
2439,Blythe,CA,33.622,-114.6188,19682,,
2440,Horizon City,TX,31.6799,-106.1903,19642,,
2441,Montgomery,IL,41.7237,-88.3631,19638,,
2442,Stillwater,MN,45.0573,-92.8313,19627,,
2443,Eloy,AZ,32.747,-111.5991,19625,,
2444,Brigham City,UT,41.5034,-112.0454,19601,,
2445,Murrysville,PA,40.4456,-79.6555,19590,,
2446,Brainerd,MN,46.3553,-94.1982,19583,BRD,0.06831191696227314
2447,Rio Rico,AZ,31.4957,-110.9886,19581,,
2448,Central Falls,RI,41.89,-71.3934,19568,,
2449,Haslett,MI,42.7525,-84.402,19565,,
2450,Tullahoma,TN,35.3721,-86.2173,19555,,
2451,Baldwin,PA,40.369,-79.9668,19554,,
2452,Anna,TX,33.347,-96.5503,19541,,
2453,Danville,KY,37.6418,-84.7777,19529,,
2454,Langley Park,MD,38.9897,-76.9808,19520,,
2455,South Burlington,VT,44.4622,-73.2203,19509,,
2456,North Liberty,IA,41.7438,-91.611,19501,,
2457,Lake Butler,FL,28.4868,-81.5453,19499,,
2458,Schofield Barracks,HI,21.4936,-158.0617,19499,,
2459,Vincennes,IN,38.676,-87.5102,19498,,
2460,Sienna Plantation,TX,29.4834,-95.5065,19486,,
2461,Holtsville,NY,40.8124,-73.0447,19479,,
2462,Abbeville,LA,29.975,-92.1265,19470,,
2463,Bourbonnais,IL,41.183,-87.878,19462,,
2464,Syosset,NY,40.8156,-73.502,19453,,
2465,Matteson,IL,41.5095,-87.7468,19448,,
2466,Lynbrook,NY,40.6579,-73.6742,19448,,
2467,Lake Forest,IL,42.238,-87.8596,19446,,
2468,Angleton,TX,29.1718,-95.4291,19431,,
2469,Castaic,CA,34.4818,-118.6317,19400,,
2470,Canby,OR,45.2653,-122.6866,19393,,
2471,Wendell,NC,35.7823,-78.3962,19382,,
2472,Frankfort,IL,41.4887,-87.8361,19373,,
2473,Laconia,NH,43.5724,-71.4775,19371,,
2474,Silverthorne,CO,39.656,-106.0867,19344,,
2475,Altamont,OR,42.1981,-121.7249,19341,,
2476,Sheridan,WY,44.7962,-106.9643,19320,SHR,0.023163673923190933
2477,Hermosa Beach,CA,33.8654,-118.3966,19320,,
2478,Durant,OK,33.9957,-96.3938,19315,,
2479,Sylvania,OH,41.71,-83.7091,19311,,
2480,Corning,NY,42.147,-77.0561,19296,,
2481,Arbutus,MD,39.2428,-76.6922,19292,,
2482,White Oak,OH,39.2106,-84.6061,19271,,
2483,Morristown,NJ,40.7966,-74.4772,19261,,
2484,Pinole,CA,37.9931,-122.2834,19250,,
2485,Erlanger,KY,39.0109,-84.5864,19246,,
2486,Altoona,IA,41.6481,-93.4784,19221,,
2487,Bethany,OK,35.5072,-97.6417,19221,,
2488,Sherrelwood,CO,39.839,-105.0014,19208,,
2489,Mineola,NY,40.7469,-73.6392,19207,,
2490,Carlisle,PA,40.1999,-77.2042,19198,,
2491,Stevenson Ranch,CA,34.3894,-118.5885,19179,,
2492,Highland,UT,40.4275,-111.7955,19175,,
2493,Liberal,KS,37.0466,-100.9295,19174,,
2494,Cameron Park,CA,38.6737,-120.9872,19171,,
2495,Pinecrest,FL,25.665,-80.3042,19155,,
2496,Evergreen Park,IL,41.7213,-87.7013,19147,,
2497,Tiffin,OH,41.1165,-83.1805,19130,,
2498,Mount Airy,NC,36.5083,-80.6154,19119,,
2499,Broadview Heights,OH,41.3195,-81.6782,19102,,
2500,Westbrook,ME,43.6954,-70.3539,19074,,
2501,Red Bluff,CA,40.1735,-122.2413,19039,,
2502,Arcadia,FL,27.2213,-81.8587,19038,,
2503,White Oak,MD,39.0433,-76.9906,19020,,
2504,Fox Crossing,WI,44.2229,-88.4763,19012,ATW,0.051232801992474625
2505,McKeesport,PA,40.3419,-79.8439,19009,,
2506,Bellaire,TX,29.704,-95.4622,18971,,
2507,Troy,AL,31.8021,-85.9665,18957,,
2508,Onalaska,WI,43.8881,-91.2074,18943,,
2509,Lexington,NC,35.8017,-80.2682,18933,,
2510,Springboro,OH,39.5612,-84.2348,18931,,
2511,Whitehall,OH,39.9682,-82.8833,18926,CMH,0.03197577293670656
2512,Sartell,MN,45.6187,-94.2207,18926,,
2513,Badger,AK,64.8006,-147.3877,18911,,
2514,Five Corners,WA,45.6883,-122.5738,18908,,
2515,McAlester,OK,34.9262,-95.7698,18896,,
2516,La Follette,TN,36.3718,-84.1256,18884,,
2517,Terrell,TX,32.7341,-96.2939,18869,,
2518,Natchitoches,LA,31.7317,-93.0979,18859,,
2519,Twinsburg,OH,41.322,-81.4451,18856,,
2520,Central Point,OR,42.3765,-122.911,18848,,
2521,Seminole,FL,27.8435,-82.7839,18838,,
2522,Coldwater,MI,41.9465,-84.9989,18832,,
2523,St. John,IN,41.4431,-87.47,18796,,
2524,Point Pleasant,NJ,40.0772,-74.0702,18772,,
2525,Grandview,WA,46.2444,-119.9091,18772,,
2526,Marshfield,WI,44.6627,-90.1728,18764,,
2527,Hawthorne,NJ,40.9579,-74.1581,18753,,
2528,Cimarron Hills,CO,38.8597,-104.6995,18727,,
2529,Alsip,IL,41.6701,-87.7368,18709,,
2530,Avon,IN,39.7603,-86.3917,18706,,
2531,Homewood,IL,41.5591,-87.661,18703,,
2532,Port Isabel,TX,26.054,-97.2505,18686,,
2533,Bellwood,IL,41.8829,-87.8762,18672,,
2534,Marinette,WI,45.087,-87.6328,18671,,
2535,Bay City,TX,28.9838,-95.9601,18661,,
2536,North Valley Stream,NY,40.684,-73.7077,18661,,
2537,Ansonia,CT,41.3443,-73.0689,18654,,
2538,Deerfield,IL,42.1654,-87.8516,18646,,
2539,Westminster,MD,39.5796,-77.0066,18640,,
2540,Creve Coeur,MO,38.6621,-90.443,18622,,
2541,Seabrook,MD,38.9802,-76.8502,18616,,
2542,Berea,OH,41.3696,-81.8642,18609,,
2543,Cocoa,FL,28.382,-80.7674,18603,,
2544,Moultrie,GA,31.1591,-83.7708,18602,,
2545,Avenel,NJ,40.5839,-74.272,18592,,
2546,Forest Park,OH,39.2861,-84.5259,18583,,
